country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year,gdp_for_year ($),gdp_per_capita ($),generation
Brazil,2001,female,15-24 years,342,4223130,8.1,Brazil2001,0.897,202956454,48058,G.I. Generation
Brazil,2001,female,25-34 years,1205,4978100,24.21,Brazil2001,0.897,239239030,48058,Millenials
Brazil,2001,female,35-54 years,143,1411074,10.13,Brazil2001,0.897,67813819,48058,Millenials
Brazil,2001,female,55-74 years,239,650514,36.74,Brazil2001,0.897,31262597,48058,Generation X
Brazil,2001,female,75+ years,168,510497,32.91,Brazil2001,0.897,24533618,48058,Boomers
Brazil,2002,male,5-14 years,65,2429279,2.68,Brazil2002,0.899,123875207,50992,Boomers
Brazil,2002,male,15-24 years,577,2328224,24.78,Brazil2002,0.899,118722151,50992,Boomers
Brazil,2002,male,25-34 years,1282,3986250,32.16,Brazil2002,0.899,203269177,50992,Boomers
Brazil,2002,male,35-54 years,166,700279,23.7,Brazil2002,0.899,35709033,50992,Generation Z
Brazil,2002,male,55-74 years,311,1460843,21.29,Brazil2002,0.899,74492155,50992,Generation X
Brazil,2002,male,75+ years,1004,2630077,38.17,Brazil2002,0.899,134114415,50992,Generation X
Brazil,2002,female,5-14 years,2,214020,0.93,Brazil2002,0.899,10913432,50992,G.I. Generation
Brazil,2002,female,15-24 years,84,872115,9.63,Brazil2002,0.899,44471395,50992,Millenials
Brazil,2002,female,25-34 years,448,2470262,18.14,Brazil2002,0.899,125965036,50992,Millenials
Brazil,2002,female,35-54 years,522,2476584,21.08,Brazil2002,0.899,126287411,50992,Generation X
Brazil,2002,female,55-74 years,22,236787,9.29,Brazil2002,0.899,12074380,50992,Boomers
Brazil,2002,female,75+ years,342,1567558,21.82,Brazil2002,0.899,79933828,50992,Generation Z
Brazil,2003,male,5-14 years,20,413061,4.84,Brazil2003,0.901,19429169,47037,Generation X
Brazil,2003,male,15-24 years,235,3161919,7.43,Brazil2003,0.901,148727328,47037,Generation X
Brazil,2003,male,25-34 years,88,342407,25.7,Brazil2003,0.901,16105813,47037,G.I. Generation
Brazil,2003,male,35-54 years,149,831147,17.93,Brazil2003,0.901,39094699,47037,Boomers
Brazil,2003,male,55-74 years,2127,3703329,57.43,Brazil2003,0.901,174193655,47037,Millenials
Brazil,2003,male,75+ years,939,3117945,30.12,Brazil2003,0.901,146658921,47037,Boomers
Brazil,2003,female,5-14 years,39,4141751,0.94,Brazil2003,0.901,194815730,47037,Generation Z
Brazil,2003,female,15-24 years,58,1436514,4.04,Brazil2003,0.901,67569374,47037,Silent
Brazil,2003,female,25-34 years,311,1432132,21.72,Brazil2003,0.901,67363258,47037,Boomers
Brazil,2003,female,35-54 years,140,1971454,7.1,Brazil2003,0.901,92731371,47037,Boomers
Brazil,2003,female,55-74 years,748,4521542,16.54,Brazil2003,0.901,212679977,47037,Generation X
Brazil,2003,female,75+ years,1522,4720283,32.24,Brazil2003,0.901,222028166,47037,Silent
Brazil,2004,male,5-14 years,177,3073723,5.76,Brazil2004,0.903,162084431,52732,Generation X
Brazil,2004,male,15-24 years,1094,3140352,34.84,Brazil2004,0.903,165597930,52732,G.I. Generation
Brazil,2004,male,25-34 years,1096,3756710,29.17,Brazil2004,0.903,198099895,52732,Generation Z
Brazil,2004,male,35-54 years,57,882258,6.46,Brazil2004,0.903,46523478,52732,G.I. Generation
Brazil,2004,male,55-74 years,263,2354494,11.17,Brazil2004,0.903,124157844,52732,Millenials
Brazil,2004,male,75+ years,308,790415,38.97,Brazil2004,0.903,41680387,52732,Generation X
Brazil,2004,female,5-14 years,20,523445,3.82,Brazil2004,0.903,27602449,52732,Boomers
Brazil,2004,female,15-24 years,257,3430239,7.49,Brazil2004,0.903,180884334,52732,Silent
Brazil,2004,female,25-34 years,253,3033370,8.34,Brazil2004,0.903,159956525,52732,G.I. Generation
Brazil,2004,female,35-54 years,1264,4316299,29.28,Brazil2004,0.903,227608300,52732,G.I. Generation
Brazil,2004,female,55-74 years,521,2994553,17.4,Brazil2004,0.903,157909616,52732,Boomers
Brazil,2004,female,75+ years,519,2086276,24.88,Brazil2004,0.903,110014096,52732,Boomers
Brazil,2005,male,5-14 years,89,884451,10.06,Brazil2005,0.905,43469244,49148,Boomers
Brazil,2005,male,15-24 years,360,1830890,19.66,Brazil2005,0.905,89985092,49148,G.I. Generation
Brazil,2005,male,25-34 years,142,1834899,7.74,Brazil2005,0.905,90182128,49148,Generation X
Brazil,2005,male,35-54 years,312,686047,45.48,Brazil2005,0.905,33718029,49148,Boomers
Brazil,2005,male,55-74 years,923,2985063,30.92,Brazil2005,0.905,146710709,49148,Generation X
Brazil,2005,male,75+ years,264,874654,30.18,Brazil2005,0.905,42987738,49148,G.I. Generation
Brazil,2005,female,5-14 years,41,2753180,1.49,Brazil2005,0.905,135314059,49148,Generation Z
Brazil,2005,female,15-24 years,31,348587,8.89,Brazil2005,0.905,17132451,49148,Silent
Brazil,2005,female,25-34 years,116,1703390,6.81,Brazil2005,0.905,83718687,49148,Silent
Brazil,2005,female,35-54 years,385,4520399,8.52,Brazil2005,0.905,222169831,49148,Millenials
Brazil,2005,female,55-74 years,568,2475230,22.95,Brazil2005,0.905,121653295,49148,Generation X
Brazil,2005,female,75+ years,926,4923263,18.81,Brazil2005,0.905,241969904,49148,Boomers
Brazil,2006,male,5-14 years,556,4859562,11.44,Brazil2006,0.907,223473133,45986,Generation X
Brazil,2006,male,15-24 years,678,2857815,23.72,Brazil2006,0.907,131420254,45986,G.I. Generation
Brazil,2006,male,25-34 years,911,4225036,21.56,Brazil2006,0.907,194293649,45986,Millenials
Brazil,2006,male,35-54 years,94,1134194,8.29,Brazil2006,0.907,52157352,45986,Boomers
Brazil,2006,male,55-74 years,690,1328178,51.95,Brazil2006,0.907,61077953,45986,Generation X
Brazil,2006,male,75+ years,481,2986244,16.11,Brazil2006,0.907,137326225,45986,Silent
Brazil,2006,female,5-14 years,108,2546709,4.24,Brazil2006,0.907,117113649,45986,Boomers
Brazil,2006,female,15-24 years,167,1642349,10.17,Brazil2006,0.907,75525505,45986,G.I. Generation
Brazil,2006,female,25-34 years,122,1166298,10.46,Brazil2006,0.907,53633695,45986,Generation X
Brazil,2006,female,35-54 years,919,3612246,25.44,Brazil2006,0.907,166113722,45986,G.I. Generation
Brazil,2006,female,55-74 years,1310,4565382,28.69,Brazil2006,0.907,209944892,45986,Boomers
Brazil,2006,female,75+ years,128,382311,33.48,Brazil2006,0.907,17581057,45986,Millenials
Brazil,2007,male,5-14 years,192,1523684,12.6,Brazil2007,0.909,83334159,54692,Generation X
Brazil,2007,male,15-24 years,819,4755738,17.22,Brazil2007,0.909,260103426,54692,Boomers
Brazil,2007,male,25-34 years,1159,4345028,26.67,Brazil2007,0.909,237640650,54692,Generation Z
Brazil,2007,male,35-54 years,845,2707731,31.21,Brazil2007,0.909,148092706,54692,G.I. Generation
Brazil,2007,male,55-74 years,908,2654122,34.21,Brazil2007,0.909,145160693,54692,G.I. Generation
Brazil,2007,male,75+ years,1556,4493372,34.63,Brazil2007,0.909,245753962,54692,Boomers
Brazil,2007,female,5-14 years,197,4071628,4.84,Brazil2007,0.909,222687708,54692,Boomers
Brazil,2007,female,15-24 years,30,215205,13.94,Brazil2007,0.909,11770109,54692,G.I. Generation
Brazil,2007,female,25-34 years,130,1697115,7.66,Brazil2007,0.909,92819542,54692,Generation Z
Brazil,2007,female,35-54 years,346,1259578,27.47,Brazil2007,0.909,68889529,54692,Generation Z
Brazil,2007,female,55-74 years,1068,3501065,30.51,Brazil2007,0.909,191482164,54692,Silent
Brazil,2007,female,75+ years,1065,3236211,32.91,Brazil2007,0.909,176996624,54692,Generation X
Brazil,2008,male,5-14 years,112,1211383,9.25,Brazil2008,0.911,60852266,50233,G.I. Generation
Brazil,2008,male,15-24 years,348,1163124,29.92,Brazil2008,0.911,58428037,50233,Generation Z
Brazil,2008,male,25-34 years,103,268713,38.33,Brazil2008,0.911,13498451,50233,Generation X
Brazil,2008,male,35-54 years,40,531341,7.53,Brazil2008,0.911,26691231,50233,Boomers
Brazil,2008,male,55-74 years,1823,3360994,54.24,Brazil2008,0.911,168835208,50233,Silent
Brazil,2008,male,75+ years,244,701139,34.8,Brazil2008,0.911,35220815,50233,Generation Z
Brazil,2008,female,5-14 years,63,2156206,2.92,Brazil2008,0.911,108314233,50233,G.I. Generation
Brazil,2008,female,15-24 years,444,2835825,15.66,Brazil2008,0.911,142454019,50233,Silent
Brazil,2008,female,25-34 years,15,229225,6.54,Brazil2008,0.911,11514822,50233,Silent
Brazil,2008,female,35-54 years,115,568937,20.21,Brazil2008,0.911,28579818,50233,Generation Z
Brazil,2008,female,55-74 years,29,441084,6.57,Brazil2008,0.911,22157287,50233,Boomers
Brazil,2008,female,75+ years,801,4344323,18.44,Brazil2008,0.911,218231475,50233,Generation Z
Brazil,2009,male,5-14 years,26,305729,8.5,Brazil2009,0.913,15581529,50965,Generation X
Brazil,2009,male,15-24 years,1204,3274285,36.77,Brazil2009,0.913,166874476,50965,Millenials
Brazil,2009,male,25-34 years,667,2197382,30.35,Brazil2009,0.913,111989937,50965,Generation Z
Brazil,2009,male,35-54 years,1065,2378944,44.77,Brazil2009,0.913,121243274,50965,Boomers
Brazil,2009,male,55-74 years,753,3476562,21.66,Brazil2009,0.913,177183557,50965,Boomers
Brazil,2009,male,75+ years,432,1655331,26.1,Brazil2009,0.913,84364218,50965,Boomers
Brazil,2009,female,5-14 years,48,885804,5.42,Brazil2009,0.913,45145147,50965,Generation Z
Brazil,2009,female,15-24 years,917,4433562,20.68,Brazil2009,0.913,225957221,50965,Generation X
Brazil,2009,female,25-34 years,333,3793497,8.78,Brazil2009,0.913,193336202,50965,Silent
Brazil,2009,female,35-54 years,999,3958479,25.24,Brazil2009,0.913,201744537,50965,Generation X
Brazil,2009,female,55-74 years,129,500910,25.75,Brazil2009,0.913,25528961,50965,Millenials
Brazil,2009,female,75+ years,452,4714152,9.59,Brazil2009,0.913,240257536,50965,Generation X
Brazil,2010,male,5-14 years,143,1497887,9.55,Brazil2010,0.915,79166155,52851,Boomers
Brazil,2010,male,15-24 years,1509,4554559,33.13,Brazil2010,0.915,240717039,52851,Generation Z
Brazil,2010,male,25-34 years,716,2011126,35.6,Brazil2010,0.915,106291805,52851,Silent
Brazil,2010,male,35-54 years,151,403000,37.47,Brazil2010,0.915,21299310,52851,Generation X
Brazil,2010,male,55-74 years,230,3578514,6.43,Brazil2010,0.915,189131219,52851,Millenials
Brazil,2010,male,75+ years,766,4402453,17.4,Brazil2010,0.915,232677950,52851,G.I. Generation
Brazil,2010,female,5-14 years,242,4763708,5.08,Brazil2010,0.915,251770959,52851,Millenials
Brazil,2010,female,15-24 years,454,2481951,18.29,Brazil2010,0.915,131175795,52851,Generation X
Brazil,2010,female,25-34 years,510,1928242,26.45,Brazil2010,0.915,101911229,52851,Generation X
Brazil,2010,female,35-54 years,185,2484645,7.45,Brazil2010,0.915,131318178,52851,G.I. Generation
Brazil,2010,female,55-74 years,136,1975103,6.89,Brazil2010,0.915,104387921,52851,Silent
Brazil,2010,female,75+ years,640,2849932,22.46,Brazil2010,0.915,150624285,52851,Generation X
Brazil,2011,male,5-14 years,234,2466952,9.49,Brazil2011,0.917,140659643,57017,Millenials
Brazil,2011,male,15-24 years,199,3819310,5.21,Brazil2011,0.917,217767829,57017,Boomers
Brazil,2011,male,25-34 years,693,3745267,18.5,Brazil2011,0.917,213546076,57017,Millenials
Brazil,2011,male,35-54 years,991,3474530,28.52,Brazil2011,0.917,198109307,57017,Millenials
Brazil,2011,male,55-74 years,346,1579566,21.9,Brazil2011,0.917,90063037,57017,Generation Z
Brazil,2011,male,75+ years,1351,3953673,34.17,Brazil2011,0.917,225428883,57017,Silent
Brazil,2011,female,5-14 years,8,270528,2.96,Brazil2011,0.917,15424853,57017,Generation Z
Brazil,2011,female,15-24 years,629,3605038,17.45,Brazil2011,0.917,205550558,57017,G.I. Generation
Brazil,2011,female,25-34 years,358,2140590,16.72,Brazil2011,0.917,122051270,57017,Millenials
Brazil,2011,female,35-54 years,769,2427656,31.68,Brazil2011,0.917,138419080,57017,Generation Z
Brazil,2011,female,55-74 years,682,3859083,17.67,Brazil2011,0.917,220035590,57017,Generation X
Brazil,2011,female,75+ years,955,2702221,35.34,Brazil2011,0.917,154074113,57017,Millenials
Brazil,2012,male,5-14 years,94,2036385,4.62,Brazil2012,0.919,104719173,51424,Millenials
Brazil,2012,male,15-24 years,453,1840657,24.61,Brazil2012,0.919,94654046,51424,Generation X
Brazil,2012,male,25-34 years,97,1984348,4.89,Brazil2012,0.919,102043220,51424,Boomers
Brazil,2012,male,35-54 years,1408,2832233,49.71,Brazil2012,0.919,145644904,51424,G.I. Generation
Brazil,2012,male,55-74 years,1502,4182862,35.91,Brazil2012,0.919,215099724,51424,Millenials
Brazil,2012,male,75+ years,458,2110425,21.7,Brazil2012,0.919,108526610,51424,Generation X
Brazil,2012,female,5-14 years,226,4699416,4.81,Brazil2012,0.919,241663025,51424,Boomers
Brazil,2012,female,15-24 years,112,2474287,4.53,Brazil2012,0.919,127237870,51424,Generation X
Brazil,2012,female,25-34 years,230,1347962,17.06,Brazil2012,0.919,69317671,51424,G.I. Generation
Brazil,2012,female,35-54 years,276,4821288,5.72,Brazil2012,0.919,247930177,51424,G.I. Generation
Brazil,2012,female,55-74 years,1064,3683010,28.89,Brazil2012,0.919,189395307,51424,Generation X
Brazil,2012,female,75+ years,906,3950344,22.93,Brazil2012,0.919,203142706,51424,Millenials
Brazil,2013,male,5-14 years,152,4550820,3.34,Brazil2013,0.921,261224605,57401,Generation X
Brazil,2013,male,15-24 years,568,1856922,30.59,Brazil2013,0.921,106590398,57401,Boomers
Brazil,2013,male,25-34 years,228,2786302,8.18,Brazil2013,0.921,159938349,57401,Silent
Brazil,2013,male,35-54 years,62,907054,6.84,Brazil2013,0.921,52066401,57401,G.I. Generation
Brazil,2013,male,55-74 years,111,413906,26.82,Brazil2013,0.921,23758889,57401,Silent
Brazil,2013,male,75+ years,556,1361087,40.85,Brazil2013,0.921,78128648,57401,Millenials
Brazil,2013,female,5-14 years,246,3180361,7.73,Brazil2013,0.921,182557988,57401,Generation Z
Brazil,2013,female,15-24 years,260,2823570,9.21,Brazil2013,0.921,162077594,57401,Generation Z
Brazil,2013,female,25-34 years,753,4347015,17.32,Brazil2013,0.921,249525860,57401,Boomers
Brazil,2013,female,35-54 years,1517,4249518,35.7,Brazil2013,0.921,243929371,57401,G.I. Generation
Brazil,2013,female,55-74 years,460,2080919,22.11,Brazil2013,0.921,119448197,57401,Boomers
Brazil,2013,female,75+ years,2187,4766863,45.88,Brazil2013,0.921,273625831,57401,Silent
Brazil,2014,male,5-14 years,91,1251763,7.27,Brazil2014,0.923,72925185,58257,Generation Z
Brazil,2014,male,15-24 years,988,3187247,31.0,Brazil2014,0.923,185682576,58257,G.I. Generation
Brazil,2014,male,25-34 years,762,3714188,20.52,Brazil2014,0.923,216381095,58257,G.I. Generation
Brazil,2014,male,35-54 years,1519,2703006,56.2,Brazil2014,0.923,157471673,58257,Millenials
Brazil,2014,male,55-74 years,1908,4300265,44.37,Brazil2014,0.923,250524758,58257,Generation Z
Brazil,2014,male,75+ years,1361,3274952,41.56,Brazil2014,0.923,190792092,58257,Silent
Brazil,2014,female,5-14 years,131,3903809,3.36,Brazil2014,0.923,227428032,58257,Silent
Brazil,2014,female,15-24 years,411,3965220,10.37,Brazil2014,0.923,231005713,58257,G.I. Generation
Brazil,2014,female,25-34 years,83,421072,19.71,Brazil2014,0.923,24530804,58257,G.I. Generation
Brazil,2014,female,35-54 years,148,1418341,10.43,Brazil2014,0.923,82629683,58257,Boomers
Brazil,2014,female,55-74 years,260,3379683,7.69,Brazil2014,0.923,196893509,58257,G.I. Generation
Brazil,2014,female,75+ years,1134,4783265,23.71,Brazil2014,0.923,278663363,58257,Generation X
Brazil,2015,male,5-14 years,9,635464,1.42,Brazil2015,0.925,38444512,60498,G.I. Generation
Brazil,2015,male,15-24 years,437,1522630,28.7,Brazil2015,0.925,92116575,60498,Millenials
Brazil,2015,male,25-34 years,592,2907555,20.36,Brazil2015,0.925,175902228,60498,Silent
Brazil,2015,male,35-54 years,2500,4530734,55.18,Brazil2015,0.925,274101851,60498,Silent
Brazil,2015,male,55-74 years,1768,4231117,41.79,Brazil2015,0.925,255975522,60498,Generation X
Brazil,2015,male,75+ years,570,1041064,54.75,Brazil2015,0.925,62982635,60498,Millenials
Brazil,2015,female,5-14 years,131,2270627,5.77,Brazil2015,0.925,137369147,60498,Millenials
Brazil,2015,female,15-24 years,433,2680152,16.16,Brazil2015,0.925,162144726,60498,Boomers
Brazil,2015,female,25-34 years,648,2264493,28.62,Brazil2015,0.925,136998050,60498,Millenials
Brazil,2015,female,35-54 years,574,2213350,25.93,Brazil2015,0.925,133903984,60498,Silent
Brazil,2015,female,55-74 years,248,1182464,20.97,Brazil2015,0.925,71537100,60498,G.I. Generation
Brazil,2015,female,75+ years,203,3050251,6.66,Brazil2015,0.925,184535098,60498,G.I. Generation
India,2000,male,5-14 years,245,2165177,11.32,India2000,0.929,18321891,8462,Millenials
India,2000,male,15-24 years,1000,3688396,27.11,India2000,0.929,31211486,8462,Boomers
India,2000,male,25-34 years,369,927656,39.78,India2000,0.929,7849895,8462,Boomers
India,2000,male,35-54 years,151,2241095,6.74,India2000,0.929,18964315,8462,Generation Z
India,2000,male,55-74 years,871,2753704,31.63,India2000,0.929,23302051,8462,Generation Z
India,2000,male,75+ years,273,462245,59.06,India2000,0.929,3911552,8462,Generation Z
India,2000,female,5-14 years,10,248434,4.03,India2000,0.929,2102267,8462,Generation Z
India,2000,female,15-24 years,719,3700855,19.43,India2000,0.929,31316915,8462,Boomers
India,2000,female,25-34 years,868,3761102,23.08,India2000,0.929,31826729,8462,Silent
India,2000,female,35-54 years,1107,4500995,24.59,India2000,0.929,38087760,8462,G.I. Generation
India,2000,female,55-74 years,208,1071747,19.41,India2000,0.929,9069204,8462,Generation Z
India,2000,female,75+ years,316,2147605,14.71,India2000,0.929,18173196,8462,Generation Z
India,2001,male,5-14 years,77,3372868,2.28,India2001,0.931,29599060,8775,Silent
India,2001,male,15-24 years,38,299222,12.7,India2001,0.931,2625863,8775,Generation X
India,2001,male,25-34 years,299,4770664,6.27,India2001,0.931,41865609,8775,Boomers
India,2001,male,35-54 years,1425,4756201,29.96,India2001,0.931,41738687,8775,Millenials
India,2001,male,55-74 years,238,692076,34.39,India2001,0.931,6073406,8775,Boomers
India,2001,male,75+ years,1472,4867615,30.24,India2001,0.931,42716416,8775,G.I. Generation
India,2001,female,5-14 years,58,4056886,1.43,India2001,0.931,35601753,8775,Millenials
India,2001,female,15-24 years,395,4336116,9.11,India2001,0.931,38052174,8775,Millenials
India,2001,female,25-34 years,79,882418,8.95,India2001,0.931,7743778,8775,Millenials
India,2001,female,35-54 years,1126,4311378,26.12,India2001,0.931,37835082,8775,Millenials
India,2001,female,55-74 years,943,4746035,19.87,India2001,0.931,41649474,8775,Boomers
India,2001,female,75+ years,1234,3973787,31.05,India2001,0.931,34872507,8775,G.I. Generation
India,2002,male,5-14 years,82,797037,10.29,India2002,0.933,7399979,9284,Silent
India,2002,male,15-24 years,292,2300774,12.69,India2002,0.933,21361217,9284,G.I. Generation
India,2002,male,25-34 years,947,3589727,26.38,India2002,0.933,33328322,9284,Millenials
India,2002,male,35-54 years,1174,2623018,44.76,India2002,0.933,24353046,9284,Millenials
India,2002,male,55-74 years,2554,4815264,53.04,India2002,0.933,44706650,9284,G.I. Generation
India,2002,male,75+ years,2677,4420836,60.55,India2002,0.933,41044638,9284,Boomers
India,2002,female,5-14 years,113,1592218,7.1,India2002,0.933,14782727,9284,Millenials
India,2002,female,15-24 years,56,540279,10.37,India2002,0.933,5016145,9284,Silent
India,2002,female,25-34 years,852,4197585,20.3,India2002,0.933,38971895,9284,Boomers
India,2002,female,35-54 years,46,1097189,4.19,India2002,0.933,10186699,9284,Millenials
India,2002,female,55-74 years,442,1894200,23.33,India2002,0.933,17586437,9284,Generation X
India,2002,female,75+ years,1100,4414325,24.92,India2002,0.933,40984188,9284,Generation X
India,2003,male,5-14 years,184,2277281,8.08,India2003,0.935,19524479,8573,Silent
India,2003,male,15-24 years,232,1185926,19.56,India2003,0.935,10167646,8573,Boomers
India,2003,male,25-34 years,896,3423099,26.18,India2003,0.935,29348256,8573,G.I. Generation
India,2003,male,35-54 years,1602,3969290,40.36,India2003,0.935,34031075,8573,Silent
India,2003,male,55-74 years,2106,4718107,44.64,India2003,0.935,40451127,8573,Generation Z
India,2003,male,75+ years,603,2689764,22.42,India2003,0.935,23060940,8573,Millenials
India,2003,female,5-14 years,195,4898996,3.98,India2003,0.935,42001995,8573,Boomers
India,2003,female,15-24 years,204,2229097,9.15,India2003,0.935,19111369,8573,G.I. Generation
India,2003,female,25-34 years,538,3106316,17.32,India2003,0.935,26632287,8573,Silent
India,2003,female,35-54 years,425,1579815,26.9,India2003,0.935,13544690,8573,G.I. Generation
India,2003,female,55-74 years,364,3057726,11.9,India2003,0.935,26215697,8573,Boomers
India,2003,female,75+ years,144,1626995,8.85,India2003,0.935,13949192,8573,Boomers
India,2004,male,5-14 years,253,2856219,8.86,India2004,0.937,23940452,8381,Generation Z
India,2004,male,15-24 years,391,1404286,27.84,India2004,0.937,11770541,8381,Generation Z
India,2004,male,25-34 years,279,1701955,16.39,India2004,0.937,14265563,8381,Millenials
India,2004,male,35-54 years,117,1035592,11.3,India2004,0.937,8680196,8381,Millenials
India,2004,male,55-74 years,2516,4734734,53.14,India2004,0.937,39685919,8381,G.I. Generation
India,2004,male,75+ years,1690,3907044,43.26,India2004,0.937,32748330,8381,Millenials
India,2004,female,5-14 years,22,2159128,1.02,India2004,0.937,18097527,8381,Generation X
India,2004,female,15-24 years,530,2801552,18.92,India2004,0.937,23482241,8381,Generation X
India,2004,female,25-34 years,355,4231047,8.39,India2004,0.937,35464080,8381,Generation Z
India,2004,female,35-54 years,27,689086,3.92,India2004,0.937,5775828,8381,G.I. Generation
India,2004,female,55-74 years,365,4472273,8.16,India2004,0.937,37486005,8381,Boomers
India,2004,female,75+ years,590,2285135,25.82,India2004,0.937,19153701,8381,Boomers
India,2005,male,5-14 years,141,3260903,4.32,India2005,0.939,30998262,9506,Generation X
India,2005,male,15-24 years,283,4128173,6.86,India2005,0.939,39242562,9506,Generation X
India,2005,male,25-34 years,174,1229151,14.16,India2005,0.939,11684354,9506,G.I. Generation
India,2005,male,35-54 years,996,2402914,41.45,India2005,0.939,22842187,9506,G.I. Generation
India,2005,male,55-74 years,765,3055055,25.04,India2005,0.939,29041463,9506,Silent
India,2005,male,75+ years,2737,4064433,67.34,India2005,0.939,38636647,9506,Millenials
India,2005,female,5-14 years,140,3976493,3.52,India2005,0.939,37800686,9506,G.I. Generation
India,2005,female,15-24 years,103,2702955,3.81,India2005,0.939,25694388,9506,Generation X
India,2005,female,25-34 years,251,1189843,21.1,India2005,0.939,11310690,9506,Boomers
India,2005,female,35-54 years,619,1968554,31.44,India2005,0.939,18713145,9506,G.I. Generation
India,2005,female,55-74 years,541,2380858,22.72,India2005,0.939,22632522,9506,Boomers
India,2005,female,75+ years,1013,4201487,24.11,India2005,0.939,39939487,9506,G.I. Generation
India,2006,male,5-14 years,47,507230,9.27,India2006,0.941,5219525,10290,G.I. Generation
India,2006,male,15-24 years,340,3074457,11.06,India2006,0.941,31636944,10290,Millenials
India,2006,male,25-34 years,138,2453722,5.62,India2006,0.941,25249423,10290,Generation X
India,2006,male,35-54 years,1026,3869315,26.52,India2006,0.941,39816235,10290,Generation X
India,2006,male,55-74 years,611,4635328,13.18,India2006,0.941,47698703,10290,Generation X
India,2006,male,75+ years,602,1091104,55.17,India2006,0.941,11227737,10290,Millenials
India,2006,female,5-14 years,179,4167142,4.3,India2006,0.941,42880950,10290,Generation X
India,2006,female,15-24 years,129,1687073,7.65,India2006,0.941,17360410,10290,Generation X
India,2006,female,25-34 years,256,1913052,13.38,India2006,0.941,19685791,10290,Generation X
India,2006,female,35-54 years,472,4174960,11.31,India2006,0.941,42961399,10290,Millenials
India,2006,female,55-74 years,287,1768364,16.23,India2006,0.941,18196915,10290,Generation X
India,2006,female,75+ years,558,1729323,32.27,India2006,0.941,17795173,10290,Millenials
India,2007,male,5-14 years,127,1130542,11.23,India2007,0.943,10897823,9639,Generation X
India,2007,male,15-24 years,339,1854950,18.28,India2007,0.943,17880731,9639,Generation Z
India,2007,male,25-34 years,360,1620525,22.22,India2007,0.943,15620998,9639,Generation Z
India,2007,male,35-54 years,569,2047057,27.8,India2007,0.943,19732540,9639,Millenials
India,2007,male,55-74 years,1684,3649950,46.14,India2007,0.943,35183576,9639,Generation Z
India,2007,male,75+ years,778,2798574,27.8,India2007,0.943,26976764,9639,Silent
India,2007,female,5-14 years,79,4431979,1.78,India2007,0.943,42721920,9639,G.I. Generation
India,2007,female,15-24 years,171,1267334,13.49,India2007,0.943,12216425,9639,Generation Z
India,2007,female,25-34 years,83,1001269,8.29,India2007,0.943,9651700,9639,Generation Z
India,2007,female,35-54 years,411,1253858,32.78,India2007,0.943,12086524,9639,Millenials
India,2007,female,55-74 years,739,2190731,33.73,India2007,0.943,21117481,9639,G.I. Generation
India,2007,female,75+ years,965,3542863,27.24,India2007,0.943,34151314,9639,Silent
India,2008,male,5-14 years,171,2824089,6.06,India2008,0.945,26728190,9464,Millenials
India,2008,male,15-24 years,832,3543810,23.48,India2008,0.945,33539888,9464,Silent
India,2008,male,25-34 years,285,2658966,10.72,India2008,0.945,25165407,9464,G.I. Generation
India,2008,male,35-54 years,336,1180718,28.46,India2008,0.945,11174738,9464,Generation X
India,2008,male,55-74 years,1758,3134415,56.09,India2008,0.945,29665227,9464,G.I. Generation
India,2008,male,75+ years,1423,2891255,49.22,India2008,0.945,27363873,9464,Boomers
India,2008,female,5-14 years,273,4431504,6.16,India2008,0.945,41941342,9464,Generation X
India,2008,female,15-24 years,428,2432265,17.6,India2008,0.945,23019827,9464,Boomers
India,2008,female,25-34 years,396,1801416,21.98,India2008,0.945,17049246,9464,G.I. Generation
India,2008,female,35-54 years,636,4138874,15.37,India2008,0.945,39171787,9464,G.I. Generation
India,2008,female,55-74 years,109,563358,19.35,India2008,0.945,5331822,9464,G.I. Generation
India,2008,female,75+ years,162,1548233,10.46,India2008,0.945,14653032,9464,Generation Z
India,2009,male,5-14 years,269,2800452,9.61,India2009,0.947,27306897,9750,Generation X
India,2009,male,15-24 years,918,4912195,18.69,India2009,0.947,47898270,9750,Generation Z
India,2009,male,25-34 years,1024,2280666,44.9,India2009,0.947,22238521,9750,Millenials
India,2009,male,35-54 years,241,2342657,10.29,India2009,0.947,22842989,9750,G.I. Generation
India,2009,male,55-74 years,918,3591844,25.56,India2009,0.947,35023673,9750,G.I. Generation
India,2009,male,75+ years,1361,3352301,40.6,India2009,0.947,32687916,9750,G.I. Generation
India,2009,female,5-14 years,256,4190564,6.11,India2009,0.947,40861726,9750,Boomers
India,2009,female,15-24 years,25,657783,3.8,India2009,0.947,6413969,9750,Boomers
India,2009,female,25-34 years,752,3879272,19.39,India2009,0.947,37826352,9750,Millenials
India,2009,female,35-54 years,483,1880974,25.68,India2009,0.947,18341169,9750,G.I. Generation
India,2009,female,55-74 years,937,3421555,27.39,India2009,0.947,33363204,9750,Boomers
India,2009,female,75+ years,479,1135880,42.17,India2009,0.947,11075840,9750,Generation X
India,2010,male,5-14 years,207,3105976,6.66,India2010,0.949,29973059,9650,Silent
India,2010,male,15-24 years,625,2978272,20.99,India2010,0.949,28740700,9650,Silent
India,2010,male,25-34 years,687,2191861,31.34,India2010,0.949,21151734,9650,G.I. Generation
